State,Year,Crop,Area,Rain,Production
2,2006,30,10681,1052.8,21259
2,2006,1,2834,1052.8,26592
2,2006,41,198,1052.8,84
2,2006,83,1084,1052.8,606
2,2006,2,107,1052.8,93
2,2006,20,15,1052.8,11
2,2006,23,1546,1052.8,1203
2,2006,84,161,1052.8,246
2,2006,101,125,1052.8,119
2,2006,28,736,1052.8,414
2,2006,37,415,1052.8,352
2,2006,30,15519,1052.8,48931
2,2006,97,1627,1052.8,623
2,2006,96,231,1052.8,215
2,2006,105,4968,1052.8,2673
2,2006,103,1846,1052.8,2725
2,2006,50,35316,1052.8,44389
2,2006,30,14890,1052.8,71515
2,2006,41,2720,1052.8,1436
2,2006,39,33284,1052.8,47014
2,2006,39,64041,1052.8,84543
2,2007,30,10610,1600.2,21253
2,2007,39,8779,1600.2,6005
2,2007,78,25,1600.2,27
2,2007,7,5,1600.2,8
2,2007,17,12,1600.2,9
2,2007,61,28536,1600.2,243507
2,2007,1,2884,1600.2,22159
2,2007,41,219,1600.2,122
2,2007,71,7,1600.2,4
2,2007,83,1085,1600.2,729
2,2007,2,107,1600.2,488.88
2,2007,20,15,1600.2,12
2,2007,91,422,1600.2,325
2,2007,23,4344,1600.2,3427
2,2007,84,58,1600.2,70
2,2007,101,154,1600.2,148
2,2007,28,763,1600.2,512
2,2007,37,469,1600.2,372
2,2007,30,15991,1600.2,52003
2,2007,97,1645,1600.2,834
2,2007,34,99,1600.2,73
2,2007,96,279,1600.2,483
2,2007,105,5489,1600.2,3941
2,2007,103,1606,1600.2,2299
2,2007,50,35638,1600.2,60112
2,2007,30,16594,1600.2,59126
2,2007,41,3443,1600.2,1880
2,2007,39,35272,1600.2,61735
2,2007,99,5862,1600.2,56979
2,2007,49,10,1600.2,7
2,2007,35,31,1600.2,31
2,2007,90,49,1600.2,68
2,2007,12,204,1600.2,1893
2,2007,47,7068,1600.2,52989
2,2007,52,189,1600.2,7851
2,2007,67,26,1600.2,342
2,2007,86,20,1600.2,24
2,2007,89,3,1600.2,3
2,2007,39,62044,1600.2,21406
2,2008,30,11319,1197.7,18548
2,2008,39,9546,1197.7,8285
2,2008,78,28,1197.7,32
2,2008,7,5,1197.7,8
2,2008,61,27002,1197.7,256219
2,2008,1,2910,1197.7,25592
2,2008,41,195,1197.7,117
2,2008,71,6,1197.7,3
2,2008,47,4110,1197.7,29880
2,2008,2,98,1197.7,450
2,2008,20,7,1197.7,6
2,2008,91,319,1197.7,250
2,2008,67,18,1197.7,244
2,2008,23,4407,1197.7,3767
2,2008,84,61,1197.7,67
2,2008,101,168,1197.7,93
2,2008,28,692,1197.7,495
2,2008,37,499,1197.7,422
2,2008,30,16997,1197.7,63569
2,2008,97,1800,1197.7,819
2,2008,34,105,1197.7,78
2,2008,96,269,1197.7,259
2,2008,47,2676,1197.7,4977
2,2008,105,4682,1197.7,3880
2,2008,103,1606,1197.7,2299
2,2008,67,16,1197.7,235
2,2008,50,38426,1197.7,67713
2,2008,30,18068,1197.7,54992
2,2008,41,3709,1197.7,1706
2,2008,39,32726,1197.7,60737
2,2008,35,29,1197.7,24
2,2008,90,51,1197.7,71
2,2008,12,191,1197.7,1738
2,2008,52,361,1197.7,16337
2,2008,89,11,1197.7,14
2,2008,39,62048,1197.7,75183
2,2009,30,11031,889.3,18572
2,2009,39,9617,889.3,10355
2,2009,78,29,889.3,39
2,2009,79,426,889.3,410
2,2009,61,26949,889.3,277490
2,2009,1,2889,889.3,26563
2,2009,41,197,889.3,131
2,2009,71,6,889.3,4
2,2009,2,98,889.3,80
2,2009,91,137,889.3,108
2,2009,23,4362,889.3,4318
2,2009,84,60,889.3,64
2,2009,101,166,889.3,93
2,2009,28,644,889.3,667
2,2009,37,491,889.3,415
2,2009,30,19041,889.3,62017
2,2009,97,1742,889.3,1028
2,2009,34,11,889.3,8
2,2009,96,257,889.3,257
2,2009,105,4149,889.3,3771
2,2009,103,760,889.3,1068
2,2009,50,35219,889.3,68556
2,2009,30,17516,889.3,60843
2,2009,41,3883,889.3,2160
2,2009,39,32337,889.3,83316
2,2009,52,37,889.3,1613
2,2009,86,21,889.3,39
2,2009,39,59594,889.3,77367
2,2010,30,10230,629.2,34885
2,2010,39,11293,629.2,12850
2,2010,78,30,629.2,17
2,2010,79,285,629.2,269
2,2010,61,26879,629.2,283275
2,2010,1,2912,629.2,24752
2,2010,41,219,629.2,143
2,2010,91,1927,629.2,1475
2,2010,23,3395,629.2,2960
2,2010,84,76,629.2,100
2,2010,101,76,629.2,42
2,2010,28,171,629.2,168
2,2010,37,410,629.2,335
2,2010,30,24458,629.2,90079
2,2010,97,1209,629.2,1094
2,2010,34,10,629.2,7
2,2010,96,388,629.2,402
2,2010,105,3374,629.2,3516
2,2010,103,1086,629.2,1557
2,2010,50,30304,629.2,92648
2,2010,30,16849,629.2,67432
2,2010,41,2911,629.2,2410
2,2010,39,28956,629.2,59206
2,2010,52,161,629.2,7220
2,2010,86,43,629.2,77
2,2010,39,54686,629.2,77074
2,2011,30,12898,1097.1,43239
2,2011,39,13886,1097.1,24471
2,2011,78,62,1097.1,118
2,2011,79,280,1097.1,267
2,2011,61,24047,1097.1,411070
2,2011,1,2102,1097.1,35816
2,2011,41,489,1097.1,235
2,2011,20,6,1097.1,5
2,2011,91,2171,1097.1,1644
2,2011,23,3074,1097.1,2623
2,2011,84,83,1097.1,128
2,2011,101,91,1097.1,64
2,2011,28,143,1097.1,181
2,2011,37,434,1097.1,375
2,2011,30,25043,1097.1,109889
2,2011,97,1156,1097.1,1177
2,2011,34,70,1097.1,78
2,2011,96,210,1097.1,217
2,2011,105,4200,1097.1,3717
2,2011,103,503,1097.1,733
2,2011,50,37298,1097.1,108852
2,2011,30,21853,1097.1,70885
2,2011,41,2905,1097.1,1743
2,2011,39,27002,1097.1,50404
2,2011,86,20,1097.1,38
2,2011,39,62759,1097.1,134098
2,2012,30,11994,1032.4,84806
2,2012,39,13609,1032.4,32194
2,2012,78,77,1032.4,76
2,2012,79,232,1032.4,225
2,2012,61,24721,1032.4,76858
2,2012,1,2087,1032.4,5664
2,2012,41,380,1032.4,398
2,2012,20,2,1032.4,2
2,2012,91,85,1032.4,64
2,2012,23,3066,1032.4,2607
2,2012,84,73,1032.4,107
2,2012,101,94,1032.4,343
2,2012,28,143,1032.4,168
2,2012,37,393,1032.4,341
2,2012,30,24879,1032.4,74139
2,2012,97,1214,1032.4,1227
2,2012,34,75,1032.4,83
2,2012,96,365,1032.4,380
2,2012,105,4196,1032.4,3877
2,2012,103,777,1032.4,1143
2,2012,50,36423,1032.4,121672
2,2012,30,21332,1032.4,134494
2,2012,41,3725,1032.4,4585
2,2012,39,28859,1032.4,86172
2,2012,52,222,1032.4,12594
2,2012,86,38,1032.4,72
2,2012,39,58252,1032.4,204658
2,2013,30,12026,1069.9,89311
2,2013,39,13686,1069.9,33142
2,2013,78,75,1069.9,125
2,2013,79,234,1069.9,223
2,2013,61,24829,1069.9,525271
2,2013,1,2069,1069.9,31035
2,2013,41,381,1069.9,359
2,2013,20,2,1069.9,2
2,2013,23,3107,1069.9,2837
2,2013,84,73,1069.9,102
2,2013,101,96,1069.9,110
2,2013,28,142,1069.9,124
2,2013,37,392,1069.9,333
2,2013,30,24859,1069.9,180178
2,2013,97,1214,1069.9,1338
2,2013,34,77,1069.9,78
2,2013,96,364,1069.9,386
2,2013,105,4206,1069.9,5602
2,2013,50,36617,1069.9,116900
2,2013,30,21292,1069.9,103951
2,2013,41,3731,1069.9,3806
2,2013,39,29028,1069.9,76672
2,2013,52,224,1069.9,11903
2,2013,39,58294,1069.9,172303
2,2014,30,12063,1061,54963
2,2014,39,20966,1061,56210
2,2014,78,23,1061,33
2,2014,79,227,1061,217
2,2014,61,24361,1061,395596
2,2014,1,2059,1061,23804
2,2014,41,364,1061,290
2,2014,91,81,1061,61
2,2014,23,3028,1061,2771
2,2014,84,30,1061,33
2,2014,101,174,1061,167
2,2014,28,868,1061,859
2,2014,37,482,1061,415
2,2014,30,14582,1061,140089
2,2014,97,1803,1061,1462
2,2014,34,75,1061,75
2,2014,96,193,1061,195
2,2014,105,2895,1061,3596
2,2014,103,964,1061,1401
2,2014,50,39459,1061,69873
2,2014,30,20299,1061,110570
2,2014,41,3512,1061,4060
2,2014,39,28477,1061,69243
2,2014,52,230,1061,13481
2,2014,86,51,1061,90
2,2014,39,56511,1061,154124
2,1997,39,6967,1303.7,4272
2,1997,78,486,1303.7,494
2,1997,32,94,1303.7,70
2,1997,66,122,1303.7,105
2,1997,30,16789,1303.7,11680
2,1997,1,243,1303.7,1651
2,1997,71,369,1303.7,231
2,1997,20,6,1303.7,4
2,1997,91,1437,1303.7,1323
2,1997,84,276,1303.7,93
2,1997,101,1042,1303.7,774
2,1997,37,132,1303.7,61
2,1997,30,27790,1303.7,105102
2,1997,34,56,1303.7,41
2,1997,105,2510,1303.7,2317
2,1997,65,6,1303.7,2
2,1997,103,1469,1303.7,839
2,1997,50,24565,1303.7,61886
2,1997,30,2467,1303.7,3399
2,1997,39,302,1303.7,521
2,1997,99,1376,1303.7,88780
2,1997,49,123,1303.7,91
2,1997,35,474,1303.7,403
2,1997,90,25,1303.7,33
2,1997,12,311,1303.7,2771
2,1997,47,848,1303.7,8949
2,1997,83,31,1303.7,27
2,1997,2,145,1303.7,41
2,1997,52,207,1303.7,11455
2,1997,67,25,1303.7,330
2,1997,89,50,1303.7,29
2,1997,39,16316,1303.7,18960
2,1998,78,426,1332.5,569
2,1998,98,3829,1332.5,2787
2,1998,32,66,1332.5,55
2,1998,66,201,1332.5,189
2,1998,30,14835,1332.5,7373
2,1998,1,124,1332.5,772
2,1998,71,3912,1332.5,2822
2,1998,83,27,1332.5,23
2,1998,20,7,1332.5,4
2,1998,91,1914,1332.5,998
2,1998,103,2382,1332.5,2196
2,1998,84,114,1332.5,113
2,1998,101,864,1332.5,1165
2,1998,37,99,1332.5,64
2,1998,30,29522,1332.5,109674
2,1998,34,4711,1332.5,3789
2,1998,105,2232,1332.5,2475
2,1998,65,13,1332.5,4
2,1998,50,33653,1332.5,62533
2,1998,30,2358,1332.5,4518
2,1998,39,441,1332.5,670
2,1998,99,1420,1332.5,67720
2,1998,49,113,1332.5,104
2,1998,35,347,1332.5,264
2,1998,90,31,1332.5,45
2,1998,12,301,1332.5,4557
2,1998,47,748,1332.5,7369
2,1998,2,155,1332.5,44
2,1998,52,144,1332.5,7272
2,1998,67,106,1332.5,1466
2,1998,89,41,1332.5,24
2,1998,39,20347,1332.5,4533
2,1999,78,296,1402.7,307
2,1999,17,18,1402.7,22
2,1999,79,250,1402.7,198
2,1999,66,161,1402.7,191
2,1999,30,15520,1402.7,19676
2,1999,1,14,1402.7,95
2,1999,41,489,1402.7,298
2,1999,83,42,1402.7,41
2,1999,39,6720,1402.7,5465
2,1999,20,7,1402.7,4
2,1999,103,1055,1402.7,1589
2,1999,23,2571,1402.7,1996
2,1999,101,304,1402.7,333
2,1999,28,1226,1402.7,1319
2,1999,37,61,1402.7,34
2,1999,30,32782,1402.7,140241
2,1999,97,1035,1402.7,899
2,1999,41,1397,1402.7,1055
2,1999,34,293,1402.7,238
2,1999,96,1027,1402.7,734
2,1999,105,2983,1402.7,2720
2,1999,65,4,1402.7,1
2,1999,50,37288,1402.7,77213
2,1999,30,2660,1402.7,8515
2,1999,39,917,1402.7,1387
2,1999,99,1044,1402.7,14084
2,1999,49,71,1402.7,37
2,1999,35,340,1402.7,289
2,1999,90,20,1402.7,28
2,1999,12,192,1402.7,2037
2,1999,47,1089,1402.7,12599
2,1999,52,159,1402.7,6664
2,1999,67,33,1402.7,456
2,1999,89,43,1402.7,25
2,2000,39,17414,1207,8412
2,2000,78,342,1207,496
2,2000,79,166,1207,128
2,2000,30,11870,1207,13046
2,2000,1,49,1207,378
2,2000,41,110,1207,72
2,2000,71,58,1207,30
2,2000,83,40,1207,44
2,2000,39,4379,1207,1819
2,2000,20,1,1207,1
2,2000,91,182,1207,37
2,2000,103,1010,1207,1144
2,2000,23,2492,1207,1491
2,2000,84,126,1207,120
2,2000,101,208,1207,168
2,2000,28,897,1207,852
2,2000,37,36,1207,25
2,2000,30,24577,1207,112317
2,2000,97,618,1207,473
2,2000,41,1374,1207,672
2,2000,34,74,1207,42
2,2000,96,1063,1207,841
2,2000,105,2375,1207,1900
2,2000,65,3,1207,2
2,2000,50,35783,1207,63733
2,2000,30,8106,1207,22765
2,2000,39,3092,1207,4484
2,2000,99,428,1207,10447
2,2000,49,63,1207,30
2,2000,35,334,1207,287
2,2000,90,21,1207,30
2,2000,12,214,1207,1057
2,2000,47,797,1207,9041
2,2000,52,87,1207,3499
2,2000,67,18,1207,217
2,2000,89,21,1207,20
2,2001,30,12738,1247,17981
2,2001,39,19260,1247,8781
2,2001,78,246,1247,408
2,2001,79,442,1247,355
2,2001,41,37,1247,33
2,2001,71,30,1247,17
2,2001,83,38,1247,33
2,2001,39,1001,1247,1670
2,2001,91,6,1247,5
2,2001,103,964,1247,1317
2,2001,23,3571,1247,2779
2,2001,84,98,1247,59
2,2001,101,212,1247,150
2,2001,28,509,1247,380
2,2001,37,79,1247,56
2,2001,30,23532,1247,105659
2,2001,97,720,1247,323
2,2001,34,49,1247,34
2,2001,96,1274,1247,1254
2,2001,105,3194,1247,2568
2,2001,65,90,1247,69
2,2001,50,41772,1247,60395
2,2001,30,7371,1247,17664
2,2001,39,8029,1247,4368
2,2001,99,142,1247,2150
2,2001,49,58,1247,34
2,2001,35,213,1247,375
2,2001,90,22,1247,32
2,2001,12,141,1247,2054
2,2001,47,913,1247,9314
2,2001,52,203,1247,9405
2,2001,67,6,1247,80
2,2001,89,19,1247,11
2,2002,30,14099,1105.8,11386
2,2002,39,8408,1105.8,2289
2,2002,78,240,1105.8,156
2,2002,79,396,1105.8,315
2,2002,61,5,1105.8,33
2,2002,41,134,1105.8,62
2,2002,83,42,1105.8,29
2,2002,91,1068,1105.8,791
2,2002,103,979,1105.8,1351
2,2002,23,3829,1105.8,2787
2,2002,84,87,1105.8,76
2,2002,101,130,1105.8,125
2,2002,28,800,1105.8,700
2,2002,37,71,1105.8,54
2,2002,30,25400,1105.8,65049
2,2002,97,935,1105.8,473
2,2002,34,39,1105.8,28
2,2002,96,1299,1105.8,1160
2,2002,105,3272,1105.8,929
2,2002,65,84,1105.8,69
2,2002,50,41069,1105.8,52928
2,2002,30,8948,1105.8,21179
2,2002,41,1350,1105.8,674
2,2002,39,1806,1105.8,2626
2,2002,99,55,1105.8,4414
2,2002,49,108,1105.8,70
2,2002,35,129,1105.8,177
2,2002,90,33,1105.8,49
2,2002,12,148,1105.8,1271
2,2002,47,943,1105.8,9427
2,2002,2,219,1105.8,156
2,2002,52,138,1105.8,5443
2,2002,67,5,1105.8,70
2,2002,89,17,1105.8,17
2,2002,39,16069,1105.8,1062
2,2003,39,6549,1353.9,4869
2,2003,78,225,1353.9,258
2,2003,32,10,1353.9,10
2,2003,79,410,1353.9,303
2,2003,61,5,1353.9,37
2,2003,30,15298,1353.9,21589
2,2003,41,66,1353.9,37
2,2003,71,62,1353.9,35
2,2003,83,43,1353.9,29
2,2003,91,897,1353.9,664
2,2003,103,1201,1353.9,1719
2,2003,23,3297,1353.9,2456
2,2003,84,80,1353.9,71
2,2003,101,123,1353.9,119
2,2003,28,795,1353.9,797
2,2003,37,73,1353.9,54
2,2003,30,24745,1353.9,101380
2,2003,97,908,1353.9,682
2,2003,34,31,1353.9,23
2,2003,96,1255,1353.9,1172
2,2003,105,3138,1353.9,3386
2,2003,65,85,1353.9,69
2,2003,50,40787,1353.9,61432
2,2003,30,9543,1353.9,30586
2,2003,41,1350,1353.9,656
2,2003,39,1987,1353.9,2664
2,2003,99,317,1353.9,24574
2,2003,49,99,1353.9,69
2,2003,35,94,1353.9,68
2,2003,90,35,1353.9,53
2,2003,12,167,1353.9,1585
2,2003,47,803,1353.9,9279
2,2003,2,184,1353.9,135
2,2003,52,152,1353.9,6640
2,2003,89,17,1353.9,17
2,2003,39,15032,1353.9,14635
2,2004,39,7308,1147.8,501
2,2004,78,230,1147.8,243
2,2004,32,22,1147.8,21
2,2004,79,407,1147.8,329
2,2004,61,6,1147.8,47
2,2004,30,15003,1147.8,23592
2,2004,41,79,1147.8,46
2,2004,71,8,1147.8,4
2,2004,83,41,1147.8,28
2,2004,91,1002,1147.8,743
2,2004,103,23,1147.8,33
2,2004,23,3174,1147.8,2382
2,2004,84,86,1147.8,91
2,2004,101,135,1147.8,83
2,2004,28,784,1147.8,397
2,2004,37,74,1147.8,62
2,2004,30,24559,1147.8,93963
2,2004,97,935,1147.8,564
2,2004,34,40,1147.8,30
2,2004,96,1276,1147.8,1123
2,2004,105,3201,1147.8,3009
2,2004,65,86,1147.8,69
2,2004,50,41286,1147.8,70979
2,2004,30,8836,1147.8,19467
2,2004,41,1318,1147.8,602
2,2004,39,1909,1147.8,2998
2,2004,99,344,1147.8,4410
2,2004,49,88,1147.8,58
2,2004,35,145,1147.8,141
2,2004,90,30,1147.8,45
2,2004,12,152,1147.8,886
2,2004,47,933,1147.8,10076
2,2004,2,202,1147.8,163
2,2004,52,142,1147.8,3780
2,2004,67,1,1147.8,14
2,2004,89,18,1147.8,18
2,2004,39,11059,1147.8,1657
2,2005,39,7528,907.8,7310
2,2005,78,172,907.8,275
2,2005,79,395,907.8,340
2,2005,30,15202,907.8,23911
2,2005,1,21,907.8,207
2,2005,41,85,907.8,52
2,2005,71,24,907.8,12
2,2005,83,40,907.8,36
2,2005,20,1,907.8,1
2,2005,91,934,907.8,692
2,2005,103,1257,907.8,1812
2,2005,23,2762,907.8,2014
2,2005,84,117,907.8,101
2,2005,101,253,907.8,223
2,2005,28,543,907.8,653
2,2005,37,86,907.8,71
2,2005,30,29868,907.8,129448
2,2005,97,696,907.8,568
2,2005,34,13,907.8,10
2,2005,96,1101,907.8,1068
2,2005,105,3111,907.8,5615
2,2005,50,37401,907.8,61111
2,2005,30,7104,907.8,14281
2,2005,41,1430,907.8,875
2,2005,39,294,907.8,333
2,2005,99,855,907.8,31387
2,2005,49,99,907.8,64
2,2005,35,87,907.8,114
2,2005,90,40,907.8,59
2,2005,12,220,907.8,1921
2,2005,47,897,907.8,7950
2,2005,2,195,907.8,158
2,2005,52,142,907.8,5550
2,2005,67,46,907.8,750
2,2005,89,25,907.8,24
2,2005,39,11431,907.8,12223
2,2006,39,8648,1052.8,7371
2,2006,78,171,1052.8,158
2,2006,57,4,1052.8,4
2,2006,61,1,1052.8,10
2,2006,30,14828,1052.8,17810
2,2006,41,7,1052.8,4
2,2006,83,68,1052.8,59
2,2006,2,151,1052.8,124
2,2006,20,1,1052.8,1
2,2006,23,4603,1052.8,3580
2,2006,84,1950,1052.8,1496
2,2006,101,248,1052.8,186
2,2006,28,462,1052.8,571
2,2006,37,31,1052.8,25
2,2006,30,32400,1052.8,181926
2,2006,97,658,1052.8,545
2,2006,96,1260,1052.8,1172
2,2006,105,2533,1052.8,4851
2,2006,103,947,1052.8,1362
2,2006,50,32229,1052.8,47665
2,2006,30,7509,1052.8,25139
2,2006,41,1376,1052.8,724
2,2006,39,288,1052.8,396
2,2006,39,13281,1052.8,11365
2,2007,30,16294,1600.2,21966
2,2007,39,9673,1600.2,527
2,2007,78,181,1600.2,258
2,2007,41,90,1600.2,61
2,2007,71,4,1600.2,3
2,2007,83,38,1600.2,23
2,2007,2,142,1600.2,622.22
2,2007,20,51,1600.2,42
2,2007,91,890,1600.2,651
2,2007,23,2944,1600.2,2332
2,2007,84,154,1600.2,175
2,2007,101,128,1600.2,141
2,2007,28,495,1600.2,478
2,2007,37,29,1600.2,24
2,2007,30,33411,1600.2,196223
2,2007,97,604,1600.2,622
2,2007,34,28,1600.2,21
2,2007,96,1394,1600.2,1377
2,2007,105,2899,1600.2,5734
2,2007,103,903,1600.2,1267
2,2007,50,34101,1600.2,73116
2,2007,30,6904,1600.2,24725
2,2007,41,1640,1600.2,1563
2,2007,39,77,1600.2,89
2,2007,99,719,1600.2,9397
2,2007,49,115,1600.2,84
2,2007,35,80,1600.2,46
2,2007,90,51,1600.2,74
2,2007,12,237,1600.2,2026
2,2007,47,803,1600.2,7318
2,2007,67,15,1600.2,197
2,2007,89,26,1600.2,25
2,2007,39,15832,1600.2,3532
2,2008,30,16308,1197.7,15966
2,2008,39,9388,1197.7,6678
2,2008,78,187,1197.7,325
2,2008,66,17,1197.7,19
2,2008,61,1,1197.7,8
2,2008,41,92,1197.7,67
2,2008,71,2,1197.7,1
2,2008,47,150,1197.7,1125
2,2008,83,45,1197.7,37
2,2008,2,145,1197.7,638.88
2,2008,20,49,1197.7,42
2,2008,91,895,1197.7,664
2,2008,67,3,1197.7,41
2,2008,23,2727,1197.7,2337
2,2008,84,134,1197.7,88
2,2008,101,252,1197.7,224
2,2008,28,436,1197.7,422
2,2008,37,27,1197.7,22
2,2008,30,32130,1197.7,145485
2,2008,97,505,1197.7,433
2,2008,34,29,1197.7,21
2,2008,96,1169,1197.7,1125
2,2008,47,648,1197.7,914
2,2008,105,2677,1197.7,4192
2,2008,103,903,1197.7,1267
2,2008,67,15,1197.7,221
2,2008,50,34300,1197.7,26845
2,2008,30,5612,1197.7,18138
2,2008,41,1576,1197.7,1056
2,2008,39,70,1197.7,113
2,2008,35,100,1197.7,94
2,2008,90,51,1197.7,81
2,2008,12,241,1197.7,2123
2,2008,52,1,1197.7,17
2,2008,89,27,1197.7,31
2,2008,39,14170,1197.7,5434
2,2009,30,16328,889.3,17571
2,2009,39,9400,889.3,6779
2,2009,78,173,889.3,304
2,2009,79,316,889.3,304
2,2009,61,1,889.3,9
2,2009,41,93,889.3,62
2,2009,71,32,889.3,27
2,2009,83,45,889.3,36
2,2009,2,112,889.3,91
2,2009,91,892,889.3,676
2,2009,23,2724,889.3,2697
2,2009,84,147,889.3,116
2,2009,101,251,889.3,311
2,2009,28,459,889.3,459
2,2009,37,29,889.3,25
2,2009,30,32412,889.3,118433
2,2009,97,660,889.3,607
2,2009,34,30,889.3,22
2,2009,96,1259,889.3,1260
2,2009,105,2527,889.3,4334
2,2009,103,1074,889.3,1509
2,2009,50,32785,889.3,121351
2,2009,30,6765,889.3,16259
2,2009,41,1636,889.3,1697
2,2009,39,74,889.3,96
2,2009,52,1,889.3,31
2,2009,39,14841,889.3,2314
2,2010,30,16310,629.2,30374
2,2010,39,9487,629.2,7594
2,2010,78,180,629.2,301
2,2010,79,346,629.2,327
2,2010,66,6,629.2,6
2,2010,61,1,629.2,9
2,2010,1,370,629.2,3122
2,2010,41,92,629.2,60
2,2010,71,37,629.2,30
2,2010,83,43,629.2,42
2,2010,20,18,629.2,14
2,2010,91,892,629.2,683
2,2010,23,2798,629.2,2440
2,2010,84,156,629.2,145
2,2010,101,221,629.2,205
2,2010,28,463,629.2,361
2,2010,37,29,629.2,24
2,2010,30,32643,629.2,149864
2,2010,97,590,629.2,553
2,2010,34,29,629.2,22
2,2010,96,1274,629.2,1319
2,2010,105,2667,629.2,3462
2,2010,103,1001,629.2,1435
2,2010,50,33893,629.2,58335
2,2010,30,6782,629.2,21639
2,2010,41,1637,629.2,1640
2,2010,39,73,629.2,138
2,2010,52,221,629.2,18613
2,2010,39,15034,629.2,5670
2,2011,30,16317,1097.1,26335
2,2011,39,9386,1097.1,9263
2,2011,78,166,1097.1,326
2,2011,79,476,1097.1,453
2,2011,66,17,1097.1,18
2,2011,61,1,1097.1,12
2,2011,41,193,1097.1,116
2,2011,71,22,1097.1,20
2,2011,83,44,1097.1,53
2,2011,20,1,1097.1,1
2,2011,91,891,1097.1,665
2,2011,23,2435,1097.1,2087
2,2011,84,49,1097.1,34
2,2011,101,268,1097.1,283
2,2011,28,432,1097.1,394
2,2011,37,39,1097.1,34
2,2011,30,33708,1097.1,215765
2,2011,97,528,1097.1,513
2,2011,34,29,1097.1,32
2,2011,96,1410,1097.1,1454
2,2011,105,2829,1097.1,3593
2,2011,103,936,1097.1,1361
2,2011,50,30115,1097.1,114671
2,2011,30,7213,1097.1,24576
2,2011,41,1637,1097.1,1809
2,2011,39,91,1097.1,137
2,2011,86,1,1097.1,2
2,2011,39,10968,1097.1,20628
2,2012,30,17666,1032.4,36185
2,2012,39,7524,1032.4,9400
2,2012,78,166,1032.4,474
2,2012,79,540,1032.4,523
2,2012,1,3,1032.4,7
2,2012,41,239,1032.4,149
2,2012,71,35,1032.4,27
2,2012,83,9,1032.4,11
2,2012,2,46,1032.4,37
2,2012,91,796,1032.4,601
2,2012,23,2249,1032.4,1922
2,2012,84,49,1032.4,72
2,2012,101,268,1032.4,171
2,2012,28,432,1032.4,609
2,2012,37,39,1032.4,34
2,2012,30,33708,1032.4,115281
2,2012,97,528,1032.4,618
2,2012,34,29,1032.4,32
2,2012,96,1410,1032.4,1468
2,2012,105,2829,1032.4,4580
2,2012,103,912,1032.4,1324
2,2012,50,29900,1032.4,90153
2,2012,30,7213,1032.4,34835
2,2012,41,1637,1032.4,1021
2,2012,39,91,1032.4,209
2,2012,52,73,1032.4,7289
2,2012,86,1,1032.4,2
2,2012,39,12914,1032.4,28515
2,2013,30,17906,1069.9,8020
2,2013,39,10098,1069.9,6789
2,2013,78,191,1069.9,370
2,2013,79,629,1069.9,599
2,2013,66,17,1069.9,18
2,2013,61,2,1069.9,29
2,2013,1,3,1069.9,46
2,2013,41,262,1069.9,178
2,2013,71,51,1069.9,43
2,2013,83,32,1069.9,32
2,2013,2,104,1069.9,84
2,2013,20,15,1069.9,13
2,2013,91,864,1069.9,648
2,2013,23,2602,1069.9,2375
2,2013,84,121,1069.9,169
2,2013,101,232,1069.9,347
2,2013,28,381,1069.9,569
2,2013,37,29,1069.9,25
2,2013,30,34158,1069.9,151491
2,2013,97,589,1069.9,893
2,2013,34,65,1069.9,66
2,2013,96,1433,1069.9,1519
2,2013,105,2748,1069.9,5271
2,2013,103,953,1069.9,1386
2,2013,50,30366,1069.9,98125
2,2013,30,8092,1069.9,25518
2,2013,41,1539,1069.9,1781
2,2013,39,206,1069.9,477
2,2013,52,74,1069.9,5498
2,2013,86,1,1069.9,2
2,2013,39,11452,1069.9,15872
2,2014,30,17899,1061,62173
2,2014,39,10094,1061,9540
2,2014,78,190,1061,359
2,2014,79,630,1061,603
2,2014,66,17,1061,18
2,2014,61,2,1061,30
2,2014,1,3,1061,40
2,2014,41,262,1061,190
2,2014,71,52,1061,44
2,2014,83,27,1061,40
2,2014,2,103,1061,83
2,2014,20,13,1061,11
2,2014,91,863,1061,649
2,2014,23,2590,1061,2368
2,2014,84,120,1061,133
2,2014,101,232,1061,207
2,2014,28,382,1061,256
2,2014,37,29,1061,25
2,2014,30,34162,1061,119465
2,2014,97,592,1061,536
2,2014,34,66,1061,66
2,2014,96,1432,1061,1446
2,2014,105,2749,1061,3722
2,2014,103,956,1061,1390
2,2014,50,30369,1061,33954
2,2014,30,8096,1061,33196
2,2014,41,1417,1061,820
2,2014,39,208,1061,427
2,2014,52,74,1061,4110
2,2014,86,1,1061,2
2,2014,39,13476,1061,29511
2,1997,39,12838,1303.7,10254
2,1997,78,71,1303.7,84
2,1997,7,193,1303.7,273
2,1997,61,28356,1303.7,176122
2,1997,30,252,1303.7,449
2,1997,1,1707,1303.7,10100
2,1997,71,242,1303.7,124
2,1997,20,510,1303.7,235
2,1997,91,14,1303.7,8
2,1997,84,40,1303.7,41
2,1997,101,146,1303.7,77
2,1997,37,1875,1303.7,1052
2,1997,30,195,1303.7,576
2,1997,34,47,1303.7,34
2,1997,105,2494,1303.7,1200
2,1997,65,21,1303.7,14
2,1997,103,29,1303.7,15
2,1997,86,813,1303.7,584
2,1997,50,19589,1303.7,34718
2,1997,30,318,1303.7,847
2,1997,39,9144,1303.7,20521
2,1997,99,165,1303.7,3906
